wav/set1/SiFiGAN/BC_seg13_f2.00.wav,4
wav/set1/SiFiGAN/ARROW_seg13_f2.00.wav,4
wav/set1/SiFiGAN/Closetoyou_seg24_f0.50.wav,3
wav/set1/SiFiGAN/ERROR_seg21_f0.50.wav,3
wav/set1/SiFiGAN/1st_color_seg18_f0.50.wav,4
wav/set1/SiFiGAN/ERROR_seg3_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg24_f0.50.wav,2
wav/set1/VAE_SiFiGAN_v2/ARROW_seg5_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v2/ARROW_seg5_f1.00.wav,5
wav/set1/SiFiGAN/1st_color_seg1_f0.50.wav,3
wav/set1/natural/BC_seg13.wav,5
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg10_f2.00.wav,4
wav/set1/SiFiGAN/1st_color_seg18_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg24_f2.00.wav,2
wav/set1/VAE_SiFiGAN_v2/ERROR_seg3_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v2/BC_seg2_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg2_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg24_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/BC_seg20_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v1/ERROR_seg3_f0.50.wav,3
wav/set1/VAE_SiFiGAN_v1/1st_color_seg1_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/1st_color_seg18_f2.00.wav,5
wav/set1/SiFiGAN/ARROW_seg13_f1.00.wav,5
wav/set1/SiFiGAN/BC_seg2_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/ARROW_seg13_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/ERROR_seg21_f0.50.wav,3
wav/set1/SiFiGAN/1st_color_seg18_f1.00.wav,5
wav/set1/SiFiGAN/ARROW_seg5_f1.00.wav,5
