wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg5_f2.00.wav,4
wav/set1/SiFiGAN/1st_color_seg1_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/ARROW_seg5_f0.50.wav,2
wav/set1/SiFiGAN/BC_seg2_f1.00.wav,5
wav/set1/natural/ERROR_seg21.wav,4
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg5_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/BC_seg13_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg24_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/ARROW_seg13_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg10_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg13_f0.50.wav,2
wav/set1/natural/Closetoyou_seg10.wav,5
wav/set1/VAE_SiFiGAN_v2/1st_color_seg1_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/ARROW_seg5_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/ERROR_seg21_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg10_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/ARROW_seg5_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/BC_seg20_f0.50.wav,4
wav/set1/SiFiGAN/Closetoyou_seg10_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg24_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/BC_seg13_f1.00.wav,5
wav/set1/SiFiGAN/Closetoyou_seg10_f2.00.wav,2
wav/set1/natural/Closetoyou_seg24.wav,4
wav/set1/natural/ERROR_seg3.wav,5
wav/set1/SiFiGAN/ERROR_seg21_f2.00.wav,3
wav/set1/VAE_SiFiGAN_v2/ARROW_seg13_f0.50.wav,4
wav/set1/natural/ARROW_seg13.wav,5
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg10_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/1st_color_seg1_f2.00.wav,3
wav/set1/natural/BC_seg20.wav,5
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg24_f2.00.wav,3
wav/set1/natural/Closetoyou_seg5.wav,5
wav/set1/natural/1st_color_seg1.wav,5
wav/set1/SiFiGAN/ARROW_seg5_f2.00.wav,2
wav/set1/natural/BC_seg2.wav,5
wav/set1/VAE_SiFiGAN_v2/ERROR_seg21_f2.00.wav,1
wav/set1/SiFiGAN/ARROW_seg13_f0.50.wav,3
wav/set1/VAE_SiFiGAN_v1/ERROR_seg21_f2.00.wav,1
wav/set1/VAE_SiFiGAN_v1/ERROR_seg21_f0.50.wav,1
wav/set1/SiFiGAN/ERROR_seg3_f0.50.wav,4
wav/set1/SiFiGAN/Closetoyou_seg5_f2.00.wav,2
wav/set1/SiFiGAN/BC_seg20_f1.00.wav,5
wav/set1/SiFiGAN/BC_seg20_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/BC_seg2_f0.50.wav,2
wav/set1/VAE_SiFiGAN_v1/1st_color_seg18_f1.00.wav,5
wav/set1/SiFiGAN/ERROR_seg3_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v1/ERROR_seg3_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v2/ERROR_seg3_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/1st_color_seg18_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg5_f0.50.wav,5
wav/set1/SiFiGAN/BC_seg13_f1.00.wav,5
wav/set1/natural/1st_color_seg18.wav,5
wav/set1/VAE_SiFiGAN_v2/BC_seg20_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/BC_seg13_f2.00.wav,4
wav/set1/SiFiGAN/Closetoyou_seg24_f2.00.wav,2
wav/set1/VAE_SiFiGAN_v1/ARROW_seg13_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/ARROW_seg5_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v1/BC_seg20_f0.50.wav,1
wav/set1/SiFiGAN/1st_color_seg1_f2.00.wav,3
wav/set1/SiFiGAN/ERROR_seg21_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg2_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg13_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/1st_color_seg1_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/1st_color_seg1_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v2/1st_color_seg18_f1.00.wav,5
wav/set1/SiFiGAN/Closetoyou_seg5_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg10_f0.50.wav,1
wav/set1/SiFiGAN/BC_seg2_f2.00.wav,3
wav/set1/SiFiGAN/Closetoyou_seg5_f0.50.wav,3
wav/set1/VAE_SiFiGAN_v1/ERROR_seg3_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg20_f2.00.wav,1
wav/set1/VAE_SiFiGAN_v2/1st_color_seg1_f1.00.wav,5
wav/set1/SiFiGAN/Closetoyou_seg24_f1.00.wav,5
wav/set1/SiFiGAN/ARROW_seg5_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v2/ERROR_seg3_f1.00.wav,5
wav/set1/SiFiGAN/BC_seg20_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v2/BC_seg2_f0.50.wav,5
wav/set1/SiFiGAN/BC_seg13_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/ARROW_seg13_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v1/BC_seg20_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/1st_color_seg18_f0.50.wav,4
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg5_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v2/ARROW_seg13_f2.00.wav,5
wav/set1/VAE_SiFiGAN_v2/Closetoyou_seg5_f1.00.wav,5
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg5_f2.00.wav,4
wav/set1/VAE_SiFiGAN_v1/BC_seg13_f2.00.wav,1
wav/set1/natural/ARROW_seg5.wav,5
wav/set1/VAE_SiFiGAN_v1/Closetoyou_seg10_f2.00.wav,2
wav/set1/VAE_SiFiGAN_v1/ERROR_seg21_f1.00.wav,4
wav/set1/VAE_SiFiGAN_v2/BC_seg2_f2.00.wav,4
wav/set1/SiFiGAN/Closetoyou_seg10_f0.50.wav,3
wav/set1/VAE_SiFiGAN_v2/1st_color_seg18_f2.00.wav,5
